URL,Name:,Company:,Type:,Distillation:,ABV:,Location,Score,nRatings,Price,Aged:,Distilled:
https://rumratings.com/rum/10786-970-2004-cask-strenght-edition-15-year,2004 Cask Strenght Edition 15-Year,970,Agricole,Column Still (1-4),50.9%,Portugal,7.6,6,,15.0,2004.0
https://rumratings.com/rum/10892-hacienda-santa-ana-138,138,Hacienda Santa Ana,Light,Unknown,,United States,8.2,6,Best Price,,
https://rumratings.com/rum/14143-warehouse-1-overproof-white-john-crow-edition-dok,Overproof White John Crow Edition DOK,Warehouse #1,Light,Unknown,63.0%,Czechia,7.5,6,,,
https://rumratings.com/rum/2054-avua-oak-cachaca,Oak Cachaca,Avua,Cachaca,Unknown,40.0%,Brazil,6.5,6,,,
https://rumratings.com/rum/4116-bozkov-bily,Bily,Bozkov,Gold,Unknown,,Czechia,3.7,6,,,
https://rumratings.com/rum/3453-saint-james-2000-6-year,2000 6-Year,Saint James,Agricole,Column Still (1-4),43.0%,Martinique,6.3,6,,6.0,2000.0
https://rumratings.com/rum/1860-rumson-s-coffee,Coffee,Rumson's,Flavored,Unknown,,United States,7.3,5,Best Price,,
https://rumratings.com/rum/8754-sister-isles-moscatel-cask,Moscatel Cask,Sister Isles,Gold,Unknown,40.0%,Saint Kitts and Nevis,7.8,5,,,
https://rumratings.com/rum/3713-florida-mermaid-3-year,3-Year,Florida Mermaid,Gold,Unknown,40.0%,United States,6.3,5,Best Price,3.0,
https://rumratings.com/rum/1700-mezan-2002-guyana,2002 Guyana,Mezan,Aged,Unknown,,Multiple,5.4,5,,,2002.0
https://rumratings.com/rum/13358-five-hundred-cuts-botanical,Botanical,Five Hundred Cuts,Spiced,Unknown,40.0%,United Kingdom,8.0,5,,,
https://rumratings.com/rum/4162-brinley-gold-shipwreck-mango,Shipwreck Mango,Brinley Gold,Flavored,Unknown,,Saint Kitts and Nevis,5.4,5,Best Price,,
https://rumratings.com/rum/13843-rum-shark-2010-foursquare-11-year,2010 Foursquare 11-Year,Rum Shark,Aged,Pot and Column Still,64.3%,Czechia,8.2,5,,11.0,2010.0
https://rumratings.com/rum/14063-demon-s-share-el-oro-del-diablo-3-year,El Oro Del Diablo 3-Year,Demon's Share,Aged,Column Still (1-4),40.0%,Panama,5.0,5,,3.0,
https://rumratings.com/rum/5851-guajiro-honey-30-green-label,Honey 30 Green Label,Guajiro,Flavored,Unknown,30.0%,Spain,5.8,5,Best Price,,
https://rumratings.com/rum/13101-habitation-velier-2017-mhoba-4-year,2017 Mhoba 4-Year,Habitation Velier,Light,Pot Still,64.6%,Italy,9.0,5,,4.0,2017.0
https://rumratings.com/rum/1460-tres-hombres-2013-dominican-republic,2013 Dominican Republic,Tres Hombres,Aged,Unknown,,Multiple,7.6,5,,,2013.0
https://rumratings.com/rum/5277-new-grove-double-cask-acacia-finish,Double Cask Acacia Finish,New Grove,Aged,Unknown,40.0%,Mauritius,6.8,5,Best Price,,
https://rumratings.com/rum/7044-richland-single-estate-old-south-georgia-terrapin-double-ipa-single-barrel,Single Estate Old South Georgia Terrapin Double IPA Single Barrel,Richland,Aged,Unknown,,United States,5.5,5,Best Price,,
https://rumratings.com/rum/14075-hampden-estate-2017-hlcf-classic-overproof,2017 HLCF Classic Overproof,Hampden Estate,Light,Pot Still,60.0%,Jamaica,8.2,5,,,2017.0
https://rumratings.com/rum/880-savanna-traditional-7-year,Traditional 7-Year,Savanna,Aged,Unknown,43.0%,Reunion,6.6,5,Best Price,7.0,
https://rumratings.com/rum/13359-angostura-white-oak-chene-blanc,White Oak ChÃªne Blanc,Angostura,Light,Unknown,40.0%,Trinidad and Tobago,5.8,5,Best Price,,
https://rumratings.com/rum/12966-plantation-barbados-calvados-casks-6-year,Barbados Calvados Casks 6-Year,Plantation,Aged,Pot and Column Still,41.0%,Multiple,7.6,5,,6.0,
https://rumratings.com/rum/1866-private-selection-blend-number-15,Blend Number 15,Private Selection,Aged,Unknown,40.0%,Jamaica,8.8,5,,,
https://rumratings.com/rum/5081-cimborazo-12-year,12-Year,Cimborazo,Aged,Unknown,40.0%,Ecuador,6.6,5,Best Price,12.0,
https://rumratings.com/rum/3962-tres-hombres-edition-15-18-year,Edition 15 18-Year,Tres Hombres,Aged,Unknown,,Multiple,8.5,5,,18.0,
https://rumratings.com/rum/7272-savanna-2012-indian-ocean-stills,2012 Indian Ocean Stills,Savanna,Agricole,Unknown,40.0%,Reunion,8.8,5,,,2012.0
https://rumratings.com/rum/6573-captain-morgan-apple-smash,Apple Smash,Captain Morgan,Flavored,Unknown,,Puerto Rico,2.2,5,Best Price,,
https://rumratings.com/rum/6498-ron-viejo-de-caldas-gran-reserva-especial-15-year,Gran Reserva Especial 15-Year,Ron Viejo de Caldas,Aged,Unknown,40.0%,Colombia,6.0,5,Best Price,15.0,
https://rumratings.com/rum/8479-bounty-spiced,Spiced,Bounty,Spiced,Unknown,,Saint Lucia,4.6,5,,,
https://rumratings.com/rum/1463-tres-hombres-2011-dominican-republic,2011 Dominican Republic,Tres Hombres,Aged,Unknown,40.0%,Multiple,6.5,5,,,2011.0
https://rumratings.com/rum/2185-cuerpo-gold,Gold,Cuerpo,Gold,Unknown,,Guyana,4.8,5,,,
https://rumratings.com/rum/1517-ocean-s-mellow-singular-7-year,Mellow & Singular 7-Year,Ocean's,Gold,Unknown,40.0%,Spain,6.7,5,Best Price,7.0,
https://rumratings.com/rum/1546-malahat-spiced,Spiced,Malahat,Spiced,Unknown,,United States,3.0,5,Best Price,,
https://rumratings.com/rum/3491-saint-james-2001,2001,Saint James,Agricole,Column Still (1-4),43.0%,Martinique,8.0,5,,,2001.0
https://rumratings.com/rum/9039-bundaberg-small-batch-spiced,Small Batch Spiced,Bundaberg,Spiced,Unknown,40.0%,Australia,8.0,5,,,
https://rumratings.com/rum/1460-tres-hombres-2013-dominican-republic,2013 Dominican Republic,Tres Hombres,Aged,Unknown,,Multiple,7.6,5,,,2013.0
https://rumratings.com/rum/5886-trois-rivieres-2006-single-cask-9-year,2006 Single Cask 9-Year,Trois Rivieres,Agricole,Column Still (1-4),43.0%,Martinique,8.0,5,Best Price,9.0,2006.0
https://rumratings.com/rum/2378-sea-fever-amber,Amber,Sea Fever,Gold,Unknown,40.0%,Canada,7.5,5,,,
https://rumratings.com/rum/1968-el-dorado-deluxe-silver-6-year,Deluxe Silver 6-Year,El Dorado,Light,Unknown,40.0%,Guyana,7.2,5,,6.0,
https://rumratings.com/rum/6284-barracuda-silver,Silver,Barracuda,Light,Unknown,40.0%,Sweden,2.6,5,,,
https://rumratings.com/rum/8382-davidsen-s-xo-blue-label-22-year,XO Blue Label 22-Year,Davidsen's,Aged,Unknown,40.0%,Denmark,7.0,5,,22.0,
https://rumratings.com/rum/1152-favell-s-london-dock-demerara,London Dock Demerara,Favellâ€™s,Gold,Unknown,40.0%,Guyana,5.8,5,,,
https://rumratings.com/rum/4236-plantation-2001-fidji-single-cask-calvados-finish,2001 Fidji Single Cask Calvados Finish,Plantation,Aged,Unknown,,Multiple,7.4,5,,,2001.0
https://rumratings.com/rum/13360-plantation-2009-fiji-islands-kilchoman-peated-whisky-maturation-11-year,2009 Fiji Islands Kilchoman Peated Whisky Maturation 11-Year,Plantation,Aged,Unknown,49.6%,Multiple,7.0,5,Best Price,11.0,2009.0
https://rumratings.com/rum/3713-florida-mermaid-3-year,3-Year,Florida Mermaid,Gold,Unknown,40.0%,United States,6.3,5,Best Price,3.0,
https://rumratings.com/rum/4247-bielle-2010-small-batch-lmdw-6-year,2010 Small Batch LMDW 6-Year,Bielle,Agricole,Column Still (1-4),56.0%,Guadeloupe,8.0,5,,6.0,2010.0
https://rumratings.com/rum/13180-transcontinental-rum-line-2015-australia-4-year,2015 Australia 4-Year,Transcontinental Rum Line,Aged,Pot Still,48.0%,France,8.0,5,,4.0,2015.0
https://rumratings.com/rum/3827-rhum-jm-limited-edition-jungle-macouba-1-year,Limited Edition Jungle Macouba 1-Year,Rhum JM,Agricole,Column Still (1-4),51.2%,Martinique,6.6,5,,1.0,
https://rumratings.com/rum/8840-cubay-anejo-superior-10-year,Anejo Superior 10-Year,Cubay,Aged,Unknown,40.0%,Cuba,7.4,5,Best Price,10.0,
https://rumratings.com/rum/1059-fazenda-mae-de-ouro-cachaca,Mae de Ouro Cachaca,Fazenda,Cachaca,Unknown,,Brazil,8.3,5,,,
https://rumratings.com/rum/570-mr-boston-light,Light,Mr. Boston,Light,Unknown,,United States,3.0,5,Best Price,,
https://rumratings.com/rum/1700-mezan-2002-guyana,2002 Guyana,Mezan,Aged,Unknown,,Multiple,5.4,5,,,2002.0
https://rumratings.com/rum/1866-private-selection-blend-number-15,Blend Number 15,Private Selection,Aged,Unknown,40.0%,Jamaica,8.8,5,,,
https://rumratings.com/rum/396-flamboyant-oak-aged,Oak Aged,Flamboyant,Gold,Unknown,40.0%,Mauritius,5.4,5,,,
https://rumratings.com/rum/1722-toucan-agricole-blanc-50,Agricole Blanc 50,Toucan,Agricole,Column Still (1-4),50.0%,Guyana,8.2,5,,,
https://rumratings.com/rum/13978-ron-esclavo-gran-reserva-overproof-5-year,Gran Reserva Overproof 5-Year,Ron Esclavo,Light,Column Still (1-4),57.5%,Dominican Republic,6.6,5,,5.0,
https://rumratings.com/rum/426-green-island-spiced-gold,Spiced Gold,Green Island,Spiced,Unknown,37.5%,Mauritius,5.0,5,,,
https://rumratings.com/rum/13767-naga-anggur-edition,Anggur Edition,Naga,Aged,Unknown,40.0%,Indonesia,7.2,5,,,
https://rumratings.com/rum/9039-bundaberg-small-batch-spiced,Small Batch Spiced,Bundaberg,Spiced,Unknown,40.0%,Australia,8.0,5,,,
https://rumratings.com/rum/1401-enghaven-oak-aged,Oak Aged,Enghaven,Aged,Unknown,40.0%,Denmark,3.6,5,,,
https://rumratings.com/rum/13101-habitation-velier-2017-mhoba-4-year,2017 Mhoba 4-Year,Habitation Velier,Light,Pot Still,64.6%,Italy,9.0,5,,4.0,2017.0
https://rumratings.com/rum/1352-karukera-gold-1-year,Gold 1-Year,Karukera,Agricole,Column Still (1-4),40.0%,Guadeloupe,3.2,5,,1.0,
https://rumratings.com/rum/8276-three-roll-dark,Dark,Three Roll,Dark,Unknown,40.0%,United States,5.6,5,Best Price,,
https://rumratings.com/rum/6862-trois-rivieres-2007-single-cask-8-year,2007 Single Cask 8-Year,Trois Rivieres,Agricole,Column Still (1-4),43.0%,Martinique,7.2,5,Best Price,8.0,2007.0
https://rumratings.com/rum/14008-plantation-2007-panama-rye-finish-14-year,2007 Panama Rye Finish 14-Year,Plantation,Aged,Column Still (5+),51.9%,Multiple,8.2,5,,14.0,2007.0
https://rumratings.com/rum/7223-barbarossa-spiced,Spiced,Barbarossa,Spiced,Unknown,40.0%,Barbados,3.7,5,Best Price,,
https://rumratings.com/rum/1704-mezan-2003-jamaica,2003 Jamaica,Mezan,Aged,Unknown,40.0%,Multiple,6.0,5,,,2003.0
https://rumratings.com/rum/14111-naga-malacca,Malacca,Naga,Spiced,Unknown,40.0%,Indonesia,6.8,5,,,
https://rumratings.com/rum/83-bambarra-gold,Gold,Bambarra,Gold,Unknown,40.0%,Turks and Caicos Islands,7.0,5,,,
https://rumratings.com/rum/13358-five-hundred-cuts-botanical,Botanical,Five Hundred Cuts,Spiced,Unknown,40.0%,United Kingdom,8.0,5,,,
https://rumratings.com/rum/7160-joel-richard-esencia-25-year,Esencia 25-Year,Joel Richard,Aged,Unknown,52.5%,Colombia,7.6,5,Best Price,25.0,
https://rumratings.com/rum/8754-sister-isles-moscatel-cask,Moscatel Cask,Sister Isles,Gold,Unknown,40.0%,Saint Kitts and Nevis,7.8,5,,,
https://rumratings.com/rum/13301-habitation-velier-2013-foursquare-2-year,2013 Foursquare 2-Year,Habitation Velier,Light,Pot Still,64.0%,Italy,8.8,5,,2.0,2013.0
https://rumratings.com/rum/3960-rhum-jm-1996,1996,Rhum JM,Agricole,Column Still (1-4),,Martinique,7.4,5,,,1996.0
https://rumratings.com/rum/1622-roaring-dan-s-maple,Maple,Roaring Dan's,Flavored,Unknown,40.0%,United States,4.5,5,Best Price,,
https://rumratings.com/rum/2376-medellin-10-year,10-Year,Medellin,Aged,Unknown,40.0%,Colombia,6.8,5,,10.0,
https://rumratings.com/rum/3708-bacardi-pineapple-fusion,Pineapple Fusion,Bacardi,Flavored,Unknown,,Puerto Rico,2.0,5,Best Price,,
https://rumratings.com/rum/1352-karukera-gold-1-year,Gold 1-Year,Karukera,Agricole,Column Still (1-4),40.0%,Guadeloupe,3.2,5,,1.0,
https://rumratings.com/rum/2260-karukera-2000-10-year,2000 10-Year,Karukera,Agricole,Column Still (1-4),50.8%,Guadeloupe,7.2,5,,10.0,2000.0
https://rumratings.com/rum/13536-mauricia-2017-heritage-pure-cane-30-months,2017 Heritage Pure Cane 30-Months,Mauricia,Aged,Column Still (1-4),45.0%,Mauritius,6.8,5,,,2017.0
https://rumratings.com/rum/2283-muddy-river-spiced,Spiced,Muddy River,Spiced,Unknown,,United States,8.3,5,Best Price,,
https://rumratings.com/rum/2207-aldea-anejo,Anejo,Aldea,Gold,Unknown,40.0%,Spain,4.5,5,,,
https://rumratings.com/rum/5043-silver-seal-2002-enmore-demerara,2002 Enmore Demerara,Silver Seal,Aged,Unknown,,Italy,8.5,5,,,2002.0
https://rumratings.com/rum/5335-mezan-2007-trinidad,2007 Trinidad,Mezan,Aged,Unknown,40.0%,Multiple,8.0,5,Best Price,,2007.0
https://rumratings.com/rum/8400-barra-oak-bay-dark,Dark,Barra Oak Bay,Dark,Unknown,40.0%,Finland,3.8,5,,,
https://rumratings.com/rum/3900-st-aubin-isle-de-france,Isle de France,St. Aubin,Aged,Unknown,40.0%,Mauritius,4.6,5,,,
https://rumratings.com/rum/426-green-island-spiced-gold,Spiced Gold,Green Island,Spiced,Unknown,37.5%,Mauritius,5.0,5,,,
https://rumratings.com/rum/6713-cashcane-saloon-cask,Saloon Cask,Cashcane,Aged,Unknown,40.0%,United States,5.4,5,,,
https://rumratings.com/rum/12021-cockspur-xo-master-select,XO Master Select,Cockspur,Aged,Pot and Column Still,43.0%,Barbados,7.0,5,,,
https://rumratings.com/rum/546-mocambo-solera,Solera,Mocambo,Gold,Unknown,40.0%,Mexico,3.8,5,Best Price,,
https://rumratings.com/rum/14054-savanna-2020-le-must-reunion-island,2020 Le Must RÃ©union Island,Savanna,Aged,Unknown,45.0%,Reunion,7.2,5,,,2020.0
https://rumratings.com/rum/218-clement-1976-20-year,1976 20-Year,Clement,Agricole,Column Still (1-4),44.0%,Martinique,8.4,5,Best Price,20.0,1976.0
https://rumratings.com/rum/7160-joel-richard-esencia-25-year,Esencia 25-Year,Joel Richard,Aged,Unknown,52.5%,Colombia,7.6,5,Best Price,25.0,
https://rumratings.com/rum/1812-cuate-anejo-reserva,Anejo Reserva,Cuate,Gold,Unknown,40.0%,Germany,5.8,5,,,
https://rumratings.com/rum/13706-brugal-doble-reserva,Doble Reserva,Brugal,Aged,Unknown,40.0%,Dominican Republic,8.0,5,,,
https://rumratings.com/rum/7329-moko-20-year,20-Year,Moko,Aged,Unknown,40.0%,Panama,6.4,5,,20.0,
https://rumratings.com/rum/13396-appleton-estate-nassau-valley-casks-21-year,Nassau Valley Casks 21-Year,Appleton Estate,Aged,Pot and Column Still,43.0%,Jamaica,9.2,5,,21.0,
https://rumratings.com/rum/8479-bounty-spiced,Spiced,Bounty,Spiced,Unknown,,Saint Lucia,4.6,5,,,
https://rumratings.com/rum/1968-el-dorado-deluxe-silver-6-year,Deluxe Silver 6-Year,El Dorado,Light,Unknown,40.0%,Guyana,7.2,5,,6.0,
https://rumratings.com/rum/8075-compagnie-des-indes-2009-jamaica-hampden-high-proof-9-year,2009 Jamaica Hampden High Proof 9-Year,Compagnie des Indes,Aged,Unknown,,France,8.8,5,,9.0,2009.0
https://rumratings.com/rum/5335-mezan-2007-trinidad,2007 Trinidad,Mezan,Aged,Unknown,40.0%,Multiple,8.0,5,Best Price,,2007.0
https://rumratings.com/rum/13454-stade-s-beach-vat-no-1,Beach Vat No 1,Stadeâ€™s,Light,Unknown,43.0%,Barbados,6.8,5,,,
https://rumratings.com/rum/3716-bacardi-1873-extra-dry,1873 Extra Dry,Bacardi,Gold,Unknown,40.0%,Puerto Rico,4.6,5,,,
https://rumratings.com/rum/14063-demon-s-share-el-oro-del-diablo-3-year,El Oro Del Diablo 3-Year,Demon's Share,Aged,Column Still (1-4),40.0%,Panama,5.0,5,,3.0,
https://rumratings.com/rum/1772-st-george-california-reserve,California Reserve,St. George,Aged,Unknown,,United States,4.5,5,,,
https://rumratings.com/rum/1890-caroni-1994-heavy-18-year,1994 Heavy 18-Year,Caroni,Aged,Unknown,,Trinidad and Tobago,8.4,5,,18.0,1994.0
https://rumratings.com/rum/14111-naga-malacca,Malacca,Naga,Spiced,Unknown,40.0%,Indonesia,6.8,5,,,
https://rumratings.com/rum/2207-aldea-anejo,Anejo,Aldea,Gold,Unknown,40.0%,Spain,4.5,5,,,
https://rumratings.com/rum/264-cruzan-strawberry,Strawberry,Cruzan,Flavored,Unknown,,"Virgin Islands, U.S.",5.2,5,21.99,,
https://rumratings.com/rum/6814-rhum-jm-2007-10-year,2007 10-Year,Rhum JM,Agricole,Column Still (1-4),42.9%,Martinique,7.4,5,,10.0,2007.0
https://rumratings.com/rum/5843-plantation-2002-trinidad-red-pineau-finish-15-year,2002 Trinidad Red Pineau Finish 15-Year,Plantation,Aged,Unknown,,Multiple,7.6,5,,15.0,2002.0
https://rumratings.com/rum/8276-three-roll-dark,Dark,Three Roll,Dark,Unknown,40.0%,United States,5.6,5,Best Price,,
https://rumratings.com/rum/8677-barrell-private-release,Private Release,Barrell,Aged,Unknown,,Jamaica,8.2,5,Best Price,,
https://rumratings.com/rum/5266-mount-gay-sugar-cane-brandy,Sugar Cane Brandy,Mount Gay,Aged,Pot Still,,Barbados,8.2,5,,,
https://rumratings.com/rum/6498-ron-viejo-de-caldas-gran-reserva-especial-15-year,Gran Reserva Especial 15-Year,Ron Viejo de Caldas,Aged,Unknown,40.0%,Colombia,6.0,5,Best Price,15.0,
https://rumratings.com/rum/12538-velier-clairin-vieux-sajous-1st-release-4-year,Clairin Vieux Sajous 1st Release 4-Year,Velier,Aged,Unknown,50.6%,Multiple,8.8,5,,4.0,
https://rumratings.com/rum/5627-chantal-comte-2005-la-tour-de-l-or-brut-de-fut,2005 La Tour De Lâ€™or Brut De Fut,Chantal Comte,Agricole,Column Still (1-4),51.5%,France,8.6,5,Best Price,,2005.0
https://rumratings.com/rum/1860-rumson-s-coffee,Coffee,Rumson's,Flavored,Unknown,,United States,7.3,5,Best Price,,
https://rumratings.com/rum/7307-bozkov-cerny,Černý,Bozkov,Dark,Unknown,40.0%,Czechia,3.2,5,,,
https://rumratings.com/rum/1649-calico-jack-coconut,Coconut,Calico Jack,Flavored,Unknown,,United States,6.0,5,Best Price,,
https://rumratings.com/rum/2353-ron-panama-21-year,21-Year,Ron Panama,Aged,Unknown,40.0%,Panama,7.5,5,,21.0,
https://rumratings.com/rum/12017-compagnie-des-indes-2003-trinidad-t-d-l-16-year,2003 Trinidad T.D.L. 16-Year,Compagnie des Indes,Aged,Unknown,63.8%,France,8.4,5,,16.0,2003.0
https://rumratings.com/rum/5979-compagnie-des-indes-2003-guyana-diamond-12-year,2003 Guyana Diamond 12-Year,Compagnie des Indes,Aged,Unknown,45.0%,France,6.8,5,,12.0,2003.0
https://rumratings.com/rum/2014-3-howls-gold-label,Gold Label,3 Howls,Gold,Unknown,40.0%,United States,6.0,5,Best Price,,
https://rumratings.com/rum/11413-comandante-overproof,Overproof,Comandante,Light,Unknown,,Czech Republic,6.0,5,,,
https://rumratings.com/rum/2373-sag-harbor-old-whalers-style,Old Whalers Style,Sag Harbor,Gold,Unknown,40.0%,United States,4.5,5,Best Price,,
https://rumratings.com/rum/4216-a-1710-nuee-ardente-8-year,NuÃ©e Ardente 8-Year,A 1710,Aged,Pot Still,44.7%,Martinique,8.4,5,,8.0,
https://rumratings.com/rum/456-isautier-10-year,10-Year,Isautier,Agricole,Unknown,40.0%,Reunion,6.4,5,Best Price,10.0,
https://rumratings.com/rum/1517-ocean-s-mellow-singular-7-year,Mellow & Singular 7-Year,Ocean's,Gold,Unknown,40.0%,Spain,6.7,5,Best Price,7.0,
https://rumratings.com/rum/15637-piquero-premium-spirit-drink,Premium Spirit Drink,Piquero,Flavored,Unknown,40.0%,Panama,6.3,5,,,
https://rumratings.com/rum/1352-karukera-gold-1-year,Gold 1-Year,Karukera,Agricole,Column Still (1-4),40.0%,Guadeloupe,3.2,5,,1.0,
https://rumratings.com/rum/13792-appleton-estate-2003-hearts-collection-18-year,2003 Hearts Collection 18-Year,Appleton Estate,Aged,Pot Still,63.0%,Jamaica,9.0,5,,18.0,2003.0
https://rumratings.com/rum/7293-rum-diary-spiced,Spiced,Rum Diary,Spiced,Unknown,40.0%,Australia,6.0,5,,,
https://rumratings.com/rum/5254-very-old-captain-dark,Dark,Very Old Captain,Dark,Unknown,40.0%,Philippines,5.7,5,,,
https://rumratings.com/rum/1340-diplomatico-hacienda-saruro,Hacienda Saruro,Diplomatico,Aged,Unknown,,Venezuela,7.0,5,,,
https://rumratings.com/rum/1593-spirit-of-texas-pecan-street,Pecan Street,Spirit of Texas,Flavored,Unknown,40.0%,United States,5.0,5,,,
https://rumratings.com/rum/7322-s-b-s-2004-venezuela,2004 Venezuela,S.B.S.,Aged,Unknown,,Denmark,9.6,5,,,2004.0
https://rumratings.com/rum/7329-moko-20-year,20-Year,Moko,Aged,Unknown,40.0%,Panama,6.4,5,,20.0,
https://rumratings.com/rum/657-bristol-classic-1990-port-morant-demerara-rum,1990 Port Morant Demerara Rum,Bristol Classic,Gold,Unknown,,United Kingdom,6.6,5,,,1990.0
https://rumratings.com/rum/8276-three-roll-dark,Dark,Three Roll,Dark,Unknown,40.0%,United States,5.6,5,Best Price,,
https://rumratings.com/rum/12853-transcontinental-rum-line-2006-trinidad-11-year,2006 Trinidad 11-Year,Transcontinental Rum Line,Aged,Column Still (1-4),56.5%,France,8.4,5,,11.0,2006.0
https://rumratings.com/rum/6662-hamilton-jamaican-pot-still-blonde,Jamaican Pot Still Blonde,Hamilton,Gold,Unknown,40.0%,Multiple,6.8,5,Best Price,,
https://rumratings.com/rum/2184-different-drum-pennsylvania,Pennsylvania,Different Drum,Flavored,Unknown,40.0%,United States,5.0,5,,,
https://rumratings.com/rum/396-flamboyant-oak-aged,Oak Aged,Flamboyant,Gold,Unknown,40.0%,Mauritius,5.4,5,,,
https://rumratings.com/rum/6091-rum-nation-1997-guyana-enmore-19-year,1997 Guyana Enmore 19-Year,Rum Nation,Aged,Unknown,40.0%,Italy,8.6,5,,19.0,1997.0
https://rumratings.com/rum/570-mr-boston-light,Light,Mr. Boston,Light,Unknown,,United States,3.0,5,Best Price,,
https://rumratings.com/rum/1296-caroni-1994-trinidad,1994 Trinidad,Caroni,Aged,Unknown,,Trinidad and Tobago,9.8,5,,,1994.0
https://rumratings.com/rum/1352-karukera-gold-1-year,Gold 1-Year,Karukera,Agricole,Column Still (1-4),40.0%,Guadeloupe,3.2,5,,1.0,
https://rumratings.com/rum/6832-neisson-le-rhum-xo-par-full-proof-9-12-year,Le Rhum XO Par Full Proof 9-12 Year,Neisson,Agricole,Column Still (1-4),57.3%,Martinique,8.4,5,,,
https://rumratings.com/rum/1617-okinawan-cor-cor-green,Cor Cor Green,Okinawan,Gold,Unknown,,Japan,5.8,5,,,
https://rumratings.com/rum/12511-national-rums-of-jamaica-2007-long-pond-teca-12-year,2007 Long Pond TECA 12-Year,National Rums of Jamaica,Aged,Pot Still,63.0%,Jamaica,9.4,5,,12.0,2007.0
https://rumratings.com/rum/1884-rum-company-20,20,Rum Company,Aged,Unknown,,Germany,8.6,5,,,
https://rumratings.com/rum/6091-rum-nation-1997-guyana-enmore-19-year,1997 Guyana Enmore 19-Year,Rum Nation,Aged,Unknown,40.0%,Italy,8.6,5,,19.0,1997.0
https://rumratings.com/rum/1696-san-miguel-7-black,7 Black,San Miguel,Aged,Unknown,40.0%,Ecuador,5.8,5,,,
https://rumratings.com/rum/12636-cane-island-panama,Panama,Cane Island,Gold,Unknown,40.0%,United Kingdom,5.8,5,Best Price,,
https://rumratings.com/rum/4225-antioqueno-aguardiente,Aguardiente,Antioqueno,Flavored,Unknown,,Colombia,5.6,5,,,
https://rumratings.com/rum/12017-compagnie-des-indes-2003-trinidad-t-d-l-16-year,2003 Trinidad T.D.L. 16-Year,Compagnie des Indes,Aged,Unknown,63.8%,France,8.4,5,,16.0,2003.0
https://rumratings.com/rum/6833-neisson-2016-profil-107-1-year,2016 Profil 107 1-Year,Neisson,Agricole,Unknown,52.8%,Martinique,7.3,5,Best Price,1.0,2016.0
https://rumratings.com/rum/6662-hamilton-jamaican-pot-still-blonde,Jamaican Pot Still Blonde,Hamilton,Gold,Unknown,40.0%,Multiple,6.8,5,Best Price,,
https://rumratings.com/rum/657-bristol-classic-1990-port-morant-demerara-rum,1990 Port Morant Demerara Rum,Bristol Classic,Gold,Unknown,,United Kingdom,6.6,5,,,1990.0
https://rumratings.com/rum/71-bacardi-de-maestros-de-ron-mmxii,de Maestros de Ron MMXII,Bacardi,Aged,Pot Still,40.0%,Puerto Rico,10.0,5,,,
https://rumratings.com/rum/1968-el-dorado-deluxe-silver-6-year,Deluxe Silver 6-Year,El Dorado,Light,Unknown,40.0%,Guyana,7.2,5,,6.0,
https://rumratings.com/rum/2300-hse-2009-porto-finish-6-year,2009 Porto Finish 6-Year,HSE,Agricole,Column Still (1-4),42.0%,Martinique,7.5,5,,6.0,2009.0
https://rumratings.com/rum/396-flamboyant-oak-aged,Oak Aged,Flamboyant,Gold,Unknown,40.0%,Mauritius,5.4,5,,,
https://rumratings.com/rum/5347-hammock-bay-coconut,Coconut,Hammock Bay,Flavored,Unknown,,United States,2.6,5,Best Price,,
https://rumratings.com/rum/5637-damoiseau-pure-cane-110-proof,Pure Cane 110 Proof,Damoiseau,Agricole,Column Still (1-4),55.0%,Guadeloupe,5.5,5,Best Price,,
https://rumratings.com/rum/15730-bombarda-drake-3-year,Drake 3-Year,Bombarda,Aged,Unknown,40.0%,Barbados,6.0,5,,3.0,
https://rumratings.com/rum/83-bambarra-gold,Gold,Bambarra,Gold,Unknown,40.0%,Turks and Caicos Islands,7.0,5,,,
https://rumratings.com/rum/2357-black-heart-dark,Dark,Black Heart,Dark,Unknown,40.0%,Multiple,6.3,5,,,
https://rumratings.com/rum/5346-jules-verne-gold-agricola,Gold Agricola,Jules Verne,Aged,Unknown,40.0%,Paraguay,6.0,5,,,
https://rumratings.com/rum/8904-s-b-s-2006-venezuela,2006 Venezuela,S.B.S.,Aged,Unknown,,Denmark,9.3,5,,,
https://rumratings.com/rum/12021-cockspur-xo-master-select,XO Master Select,Cockspur,Aged,Pot and Column Still,43.0%,Barbados,7.0,5,,,
https://rumratings.com/rum/11689-kill-devil-hunter-laing-2007-jamaica-hampden-for-thewhiskybarrel-10-year,2007 Jamaica Hampden For Thewhiskybarrel 10-Year,Kill Devil (Hunter Laing),Aged,Unknown,,United Kingdom,9.5,5,,10.0,2007.0
https://rumratings.com/rum/2190-malecon-1982-seleccion-esplendida-31-year,1982 Seleccion Esplendida 31-Year,Malecon,Aged,Unknown,40.0%,Panama,9.0,5,Best Price,31.0,1982.0
https://rumratings.com/rum/12511-national-rums-of-jamaica-2007-long-pond-teca-12-year,2007 Long Pond TECA 12-Year,National Rums of Jamaica,Aged,Pot Still,63.0%,Jamaica,9.4,5,,12.0,2007.0
https://rumratings.com/rum/1812-cuate-anejo-reserva,Anejo Reserva,Cuate,Gold,Unknown,40.0%,Germany,5.8,5,,,
